Возраст;Субъект;Пол;Тип;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
10-14 лет;    Центральный федеральный округ;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,3;0,2;0,2;0,2;0,2;0,2;0,2
10-14 лет;    Центральный федеральный округ;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;0,3;0,2;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,2;0,2
15-19 лет;    Центральный федеральный округ;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;0,5;0,4;0,4;0,4;0,4;0,4;0,3;0,4;0,3;0,3;0,5
15-19 лет;    Центральный федеральный округ;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;0,4;0,4;0,3;0,4;0,4;0,4;0,3;0,4;0,3;0,3;0,4
15-19 лет;    Центральный федеральный округ;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,8;0,6;0,6;0,6;0,5;0,5;0,4;0,4;0,4;0,4;0,5
15-19 лет;    Центральный федеральный округ;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;1;1;0,9;1;0,9;0,8;0,8;0,8;0,8;0,7;0,8
15-19 лет;    Центральный федеральный округ;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;0,9;0,9;0,9;0,9;0,8;0,7;0,7;0,7;0,8;0,7;0,8
15-19 лет;    Центральный федеральный округ;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;1,4;1,4;1,3;1,4;1,2;1,1;1;0,9;0,8;1;0,8
15-19 лет;    Центральный федеральный округ;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;0,7;0,7;0,7;0,7;0,6;0,6;0,6;0,6;0,6;0,5;0,6
15-19 лет;    Центральный федеральный округ;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;0,7;0,7;0,6;0,7;0,6;0,6;0,5;0,5;0,6;0,5;0,6
15-19 лет;    Центральный федеральный округ;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;1,1;1;1;1;0,9;0,8;0,7;0,7;0,6;0,7;0,6
20-24 лет;    Центральный федеральный округ;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;0,6;0,6;0,6;0,6;0,5;0,5;0,5;0,5;0,4;0,5;0,6
20-24 лет;    Центральный федеральный округ;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;0,6;0,6;0,5;0,5;0,5;0,5;0,5;0,5;0,4;0,5;0,5
20-24 лет;    Центральный федеральный округ;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,8;0,7;0,8;0,8;0,8;0,5;0,6;0,5;0,5;0,5;0,7
20-24 лет;    Центральный федеральный округ;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;2;2,1;2;2,1;1,7;1,5;1,4;1,4;1,3;1,5;1,6
20-24 лет;    Центральный федеральный округ;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;1,9;1,9;1,9;1,9;1,5;1,4;1,3;1,3;1,3;1,4;1,6
20-24 лет;    Центральный федеральный округ;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;2,5;3,1;2,7;2,9;2,4;2;1,8;1,6;1,5;1,6;1,6
20-24 лет;    Центральный федеральный округ;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;1,3;1,4;1,3;1,3;1,1;1;1;0,9;0,9;1;1,1
20-24 лет;    Центральный федеральный округ;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;1,3;1,2;1,2;1,2;1;0,9;0,9;0,9;0,9;1;1,1
20-24 лет;    Центральный федеральный округ;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;1,7;2;1,8;2;1,7;1,3;1,2;1,1;1,1;1,1;1,1
25-29 лет;    Центральный федеральный округ;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;1;1;0,9;0,9;0,8;0,8;0,7;0,7;0,6;0,7;0,7
25-29 лет;    Центральный федеральный округ;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;1;0,9;0,8;0,8;0,7;0,7;0,6;0,6;0,5;0,7;0,7
25-29 лет;    Центральный федеральный округ;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;1,2;1,2;1,2;1,1;0,9;1;0,9;1;0,8;0,8;0,8
25-29 лет;    Центральный федеральный округ;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;3,7;3,5;3,4;3,3;2,8;2,4;2,1;2;1,9;2,1;2,4
25-29 лет;    Центральный федеральный округ;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;3,5;3,5;3,4;3,2;2,6;2,3;2;1,9;1,8;2,1;2,4
25-29 лет;    Центральный федеральный округ;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;4,3;3,8;3,9;4;3,5;3,1;2,5;2,5;2,5;2,5;2,6
25-29 лет;    Центральный федеральный округ;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;2,3;2,2;2,2;2,1;1,8;1,6;1,4;1,3;1,3;1,4;1,6
25-29 лет;    Центральный федеральный округ;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;2,2;2,2;2,1;2;1,7;1,5;1,3;1,3;1,2;1,4;1,6
25-29 лет;    Центральный федеральный округ;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;2,8;2,6;2,6;2,6;2,3;2,1;1,8;1,8;1,7;1,7;1,8
30-34 лет;    Центральный федеральный округ;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;1,5;1,5;1,5;1,4;1,4;1,2;1,1;1;1;1,1;1,2
30-34 лет;    Центральный федеральный округ;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;1,5;1,5;1,5;1,4;1,3;1,2;1;1;0,9;1;1,1
30-34 лет;    Центральный федеральный округ;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;1,9;1,8;1,9;1,8;1,6;1,6;1,4;1,3;1,3;1,3;1,6
30-34 лет;    Центральный федеральный округ;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;5,7;5,6;5,5;5,3;4,4;4;3,5;3,4;3,2;3,5;3,7
30-34 лет;    Центральный федеральный округ;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;5,4;5,5;5,4;5,2;4,3;3,8;3,3;3,3;3,2;3,4;3,7
30-34 лет;    Центральный федеральный округ;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;6,8;6,2;5,9;5,9;5,1;4,6;4,3;3,9;3,7;4;4,2
30-34 лет;    Центральный федеральный округ;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;3,6;3,5;3,5;3,4;2,9;2,6;2,3;2,2;2,1;2,3;2,5
30-34 лет;    Центральный федеральный округ;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;3,4;3,4;3,4;3,3;2,8;2,5;2,1;2,1;2;2,2;2,4
30-34 лет;    Центральный федеральный округ;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;4,4;4,1;4;4;3,5;3,2;2,9;2,7;2,6;2,7;3
35-39 лет;    Центральный федеральный округ;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;2;2;1,9;2;2;1,8;1,8;1,7;1,6;1,7;1,9
35-39 лет;    Центральный федеральный округ;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;1,9;1,9;1,8;1,9;1,8;1,8;1,7;1,6;1,5;1,6;1,8
35-39 лет;    Центральный федеральный округ;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;2,6;2,4;2,4;2,5;2,6;2,3;2,1;2,3;2,1;2,2;2,6
35-39 лет;    Центральный федеральный округ;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;6,7;6,7;6,8;7,1;6,2;5,7;5;5,1;4,9;5,3;5,7
35-39 лет;    Центральный федеральный округ;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;6,5;6,5;6,6;6,9;6,1;5,5;4,9;5;4,8;5,1;5,6
35-39 лет;    Центральный федеральный округ;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;7,9;8;7,4;8;6,8;6,6;5,6;5,8;5,4;5,9;6
35-39 лет;    Центральный федеральный округ;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;4,3;4,3;4,3;4,5;4;3,7;3,4;3,4;3,2;3,4;3,8
35-39 лет;    Центральный федеральный округ;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;4,1;4,1;4,2;4,3;3,9;3,6;3,3;3,3;3,1;3,3;3,6
35-39 лет;    Центральный федеральный округ;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;5,3;5,2;5;5,3;4,8;4,5;3,9;4,1;3,8;4,2;4,4
40-44 лет;    Центральный федеральный округ;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;2,6;2,5;2,5;2,5;2,5;2,4;2,4;2,3;2,4;2,7;2,9
40-44 лет;    Центральный федеральный округ;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;2,5;2,4;2,4;2,4;2,4;2,3;2,3;2,3;2,3;2,6;2,7
40-44 лет;    Центральный федеральный округ;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;3;2,9;3;3;3;2,9;3;2,8;3;3,4;3,8
40-44 лет;    Центральный федеральный округ;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;8,1;7,7;7,4;7,8;7,4;7,1;6,7;6,9;6,7;7,6;8,2
40-44 лет;    Центральный федеральный округ;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;7,6;7,2;7,1;7,6;7;6,9;6,5;6,6;6,5;7,4;8
40-44 лет;    Центральный федеральный округ;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;10,3;9,8;8,9;9,2;9;8,3;7,8;8;7,7;8,6;9,2
40-44 лет;    Центральный федеральный округ;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;5,3;5;4,9;5,1;4,9;4,7;4,5;4,5;4,5;5,1;5,4
40-44 лет;    Центральный федеральный округ;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;5;4,8;4,7;4,9;4,6;4,5;4,3;4,4;4,3;4,9;5,2
40-44 лет;    Центральный федеральный округ;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;6,7;6,4;6;6,1;6;5,6;5,4;5,4;5,4;6,1;6,5
45-49 лет;    Центральный федеральный округ;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;3,6;3,5;3,3;3,3;3,2;3,3;3;3,1;3;3,8;4,2
45-49 лет;    Центральный федеральный округ;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;3,4;3,3;3,2;3,2;3,1;3,2;2,9;3;2,9;3,7;4
45-49 лет;    Центральный федеральный округ;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;4,6;4,3;3,9;3,8;3,9;3,7;3,5;3,6;3,5;4,3;5,1
45-49 лет;    Центральный федеральный округ;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;11,3;10,7;10,2;10,1;9,6;9;8,4;8,6;8,5;9,7;10,7
45-49 лет;    Центральный федеральный округ;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;10,7;10,1;9,7;9,5;9,2;8,6;8,1;8,1;8,2;9,4;10,5
45-49 лет;    Центральный федеральный округ;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;14;13;12,3;12,6;11,3;11,1;10;10,5;9,8;11,2;11,7
45-49 лет;    Центральный федеральный округ;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;7,3;6,9;6,6;6,5;6,3;6,1;5,6;5,7;5,7;6,6;7,3
45-49 лет;    Центральный федеральный округ;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;6,8;6,5;6,2;6,2;6;5,8;5,4;5,5;5,5;6,4;7,1
45-49 лет;    Центральный федеральный округ;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;9,3;8,7;8,1;8,2;7,6;7,4;6,7;7,1;6,6;7,8;8,4
50-54 лет;    Центральный федеральный округ;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;5;4,8;4,6;4,7;4,5;4,5;4,2;4,2;4,3;5,1;6,1
50-54 лет;    Центральный федеральный округ;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;4,8;4,6;4,4;4,5;4,4;4,3;4;4,1;4,1;4,9;5,8
50-54 лет;    Центральный федеральный округ;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;6;5,5;5,5;5,5;5,4;5,2;4,9;4,7;5;6,1;7,4
50-54 лет;    Центральный федеральный округ;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;15,9;15,2;14,3;14,2;13,7;13,4;12,5;12,4;11,9;13,8;14,4
50-54 лет;    Центральный федеральный округ;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;15,1;14,4;13,6;13,5;13;12,7;11,9;11,9;11,4;13,3;13,8
50-54 лет;    Центральный федеральный округ;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;19;18,1;17,1;16,6;16;15,7;14,7;14,4;13,6;15,8;16,7
50-54 лет;    Центральный федеральный округ;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;10;9,5;9,1;9,1;8,8;8,6;8;8;7,8;9,2;10
50-54 лет;    Центральный федеральный округ;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;9,4;9;8,5;8,6;8,3;8,1;7,6;7,7;7,5;8,8;9,5
50-54 лет;    Центральный федеральный округ;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;12,5;11,8;11,3;11;10,7;10,4;9,7;9,4;9,3;10,9;12
55-59 лет;    Центральный федеральный округ;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;7,5;7,4;6,9;6,9;6,7;6,6;6,3;6,2;6,1;7,5;9,5
55-59 лет;    Центральный федеральный округ;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;7,1;7;6,6;6,6;6,4;6,3;6,1;6;5,9;7,3;9
55-59 лет;    Центральный федеральный округ;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;9,2;9;8,4;8;8;7,8;7,2;7,3;7;8,7;11,5
55-59 лет;    Центральный федеральный округ;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;23,1;22,1;20,8;20,6;19,8;19,5;18,3;17,9;17,3;19,9;21,8
55-59 лет;    Центральный федеральный округ;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;22;21;19,9;19,5;18,9;18,7;17,3;17,2;16,6;19,3;21,1
55-59 лет;    Центральный федеральный округ;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;27,3;26,1;23,8;24,5;22,9;22,3;21,6;20,4;19,8;22,4;24,4
55-59 лет;    Центральный федеральный округ;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;14,2;13,7;12,9;12,9;12,4;12,3;11,6;11,4;11,1;13,1;15
55-59 лет;    Центральный федеральный округ;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;13,4;13;12,3;12,1;11,8;11,6;11;10,9;10,6;12,5;14,3
55-59 лет;    Центральный федеральный округ;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;17,7;17,1;15,7;15,8;15,1;14,8;14,1;13,6;13,1;15,3;17,7
5-9 лет;    Центральный федеральный округ;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;0,2;0,1;0,1;0,1;0,1;0,1
5-9 лет;    Центральный федеральный округ;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,1;0,1;0,1;0,1;0,1;0,1;0,1
5-9 лет;    Центральный федеральный округ;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,2;0,2;0,3;0,2;0,2;0,2;0,2;0,1;0,1;0,2;0,2
5-9 лет;    Центральный федеральный округ;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;0,2;0,3;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,1;0,2
5-9 лет;    Центральный федеральный округ;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,1;0,2
5-9 лет;    Центральный федеральный округ;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,3;0,3;0,3;0,3;0,3;0,4;0,2;0,2;0,2;0,2;0,2
5-9 лет;    Центральный федеральный округ;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,1;0,1;0,2
5-9 лет;    Центральный федеральный округ;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;0,2;0,1;0,2;0,1;0,1;0,2
5-9 лет;    Центральный федеральный округ;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;0,2;0,3;0,3;0,3;0,3;0,3;0,2;0,2;0,1;0,2;0,2
60-64 лет;    Центральный федеральный округ;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;11,2;10,8;10,6;10,2;10;9,9;9,4;9,4;9,2;11,2;14,8
60-64 лет;    Центральный федеральный округ;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;10,8;10,4;10,3;9,9;9,6;9,6;9,1;9,1;8,8;10,9;14,2
