Возраст матери;Субъект;Тип;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
15-19 лет;        Курганская область;городское население;50,1;52,3;49,4;42,9;45,4;42;36,3;32,2;30,3;28,3;28,2;25,5;28,2;29;29,7;28,6;29,5;28,9;27,3;27,2;22,7;23,6;25,4;26,5;21,2;23;19,8;18,5;19,7;12,6;13,3;12,6
15-19 лет;        Курганская область;сельское население;103,1;92,7;91,9;73;72,1;65,2;57,3;55,2;58;56,4;53,5;48,2;47,9;42;45,7;45,2;51;50,6;58,9;58,4;60,5;52,5;54,8;57,2;51,3;44,7;40,3;34,5;32,5;28,1;26,2;25,4
20-24 лет;        Курганская область;все население;179,1;169,2;156,1;137;134;121,7;116,1;103,7;114,3;110,5;115,5;113,1;116,7;110,1;110,9;105,8;106,5;110,8;114,1;115,5;110,8;108,8;118,6;121,6;118,2;109,7;101,8;95,3;84,7;83,5;78;75,1
20-24 лет;        Курганская область;городское население;156;145,2;130,1;114,6;113,9;105,1;100,4;89,9;95,9;93;100,1;101,7;105,4;102,8;99,5;89,5;87,8;89,6;90,9;92,4;88,7;84,9;87,9;92,2;88,4;91;87,2;84;80,6;83,9;80,3;75,6
20-24 лет;        Курганская область;сельское население;212;204,2;194,9;171,4;166,4;149,5;143,3;128,2;147,6;142,6;143,7;133,9;137;123,1;131,8;136;141,1;149,1;155,6;157,7;153;157,1;185,9;192;193,1;156,2;134,4;117,1;91,9;82,9;74,3;74,3
25-29 лет;        Курганская область;все население;102,8;92,6;76,4;64,6;68,9;64,4;64,2;66,2;71;72,2;73;73,3;79,5;77,7;80,8;77,8;79,8;92,3;100,7;102,9;110,3;111,4;129,2;132,3;133,7;136,8;132,6;120;109,7;98,6;95,2;95,6
25-29 лет;        Курганская область;городское население;93,9;80,1;64,2;54,7;60,9;56,8;58,6;56,7;60,6;62,4;67,3;68,2;74,7;74,2;76,8;75,2;72,9;85,4;90,8;96,2;101,3;103;118,9;118,9;117,5;129,2;124,3;112,4;100,4;89,7;89,1;94,4
25-29 лет;        Курганская область;сельское население;114,6;109,5;92,5;77,6;79,4;74,8;72,3;80,6;87,8;88,3;82,5;82,2;88,1;84;88,1;82,7;93,2;105,9;120,4;116,4;128,8;128,8;151,1;162,4;173;156,4;155;142;137,9;125,5;112,2;98,5
30-34 лет;        Курганская область;все население;49,5;44;35,8;27,8;29;25,4;24,1;27,9;32,9;31,9;35;35,7;40,9;41,2;44,1;44,6;45,5;55,6;63,4;67,7;69,2;73,3;80,4;83,8;87,7;96,1;93,7;84,8;86,7;77,2;82,2;81,6
30-34 лет;        Курганская область;городское население;43,9;38,8;29,2;23,5;25,8;23,3;22;24,3;29,6;27,9;32,1;33,5;38,9;40,8;44,3;44,4;46,2;53,1;60,8;65,4;68;69,4;78,1;80,2;82,9;96,5;92,8;78,8;82,2;73;78,4;77,3
30-34 лет;        Курганская область;сельское население;57,6;51,3;44,9;33,6;33,2;28;26,9;32,8;37,4;37,5;39;38,9;44;41,7;43,9;44,9;44,1;60,4;68,4;72,5;71,7;81,6;85,4;91,8;98,9;95;95,9;100;98,3;89;93,2;94,8
35-39 лет;        Курганская область;все население;20,5;16,9;14,3;10,1;9,5;8,1;8,5;8,5;9,9;11;10,1;10,7;13,4;13,4;15,4;15,5;16,7;21,2;26;27,6;29,7;34;37,3;42,4;42,9;43,3;42,8;41,7;41,1;40,2;41,8;44,7
35-39 лет;        Курганская область;городское население;16,3;13,7;11,7;7,8;7,1;7;6,5;6,8;8,5;8,5;8,6;9,1;12;12,3;14,9;14,6;15,7;19,6;24,3;26,5;29,4;33,5;37,1;41,2;41,7;43,9;43,4;41,3;41,2;37,9;40,3;40,9
35-39 лет;        Курганская область;сельское население;27,2;21,9;18,3;13,6;13;9,6;11,4;10,8;11,9;14,4;12;12,8;15,3;15;16;17;18,2;23,8;29;29,5;30,3;34,9;37,7;44,7;45,2;42,1;41,4;42,6;40,9;45,4;45,6;54,7
40-44 лет;        Курганская область;все население;4,4;3,5;3,4;2,6;2,6;1,9;1,9;1,7;1,8;2,4;2;2,1;1,9;2,3;3,1;2,4;2,6;3,8;4,3;5;5;5;6,6;7,6;7,3;8,7;7,6;8,7;8,8;8,9;9,6;9,6
40-44 лет;        Курганская область;городское население;3,5;2,3;2,3;1,8;1,6;1,4;1,6;1,5;1,2;1,7;1,6;1,8;1,4;2,2;2,2;2,3;1,8;3,1;3,7;4,3;4,1;4,5;6,3;7,2;7,5;8,7;7,7;8,7;9,1;8,4;9,4;8,8
40-44 лет;        Курганская область;сельское население;6,1;5,5;5,3;3,9;4,3;2,5;2,4;2,1;2,5;3,5;2,7;2,6;2,6;2,5;4,2;2,7;3,6;4,9;5,2;6;6,5;5,8;7;8,3;7;8,7;7,3;8,8;8,4;9,8;9,9;11,3
45-49 лет;        Курганская область;все население;0,3;0,4;0,3;0,3;0,2;0,1;0,1;0,2;0,1;0,1;0,1;0,1;0,1;0,2;0,1;0,1;0,1;0,1;0,2;0,2;0,2;0,1;0,2;0,2;0,2;0,2;0,4;0,4;0,3;0,8;0,4;0,5
45-49 лет;        Курганская область;городское население;0,3;0,3;0,2;0,1;0,1;0;0,1;0,1;0;0;0,1;0,1;0;0,1;0,1;0;0,1;0,1;0,1;0,2;0,2;0,1;0,3;0,3;0,1;0,1;0,4;0,4;0,4;0,7;0,4;0,4
45-49 лет;        Курганская область;сельское население;0,3;0,5;0,4;0,6;0,5;0,4;0;0,2;0,1;0,2;0,1;0,2;0,1;0,4;0,1;0,2;0,2;0,2;0,3;0,2;0,1;0,1;0;0;0,4;0,4;0,5;0,4;0;0,9;0,4;0,6
50-54 лет;        Курганская область;все население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50-54 лет;        Курганская область;городское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0
50-54 лет;        Курганская область;сельское население;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15-19 лет;        Курская область;все население;58,8;56,9;56;54,8;56,9;52,7;45,8;42,3;38,3;35,6;32,9;30,4;32,6;30,4;31,4;30,1;31,6;33,7;32,5;32,6;28,9;29,5;30,3;31;27,4;25,7;22,1;17,7;16,1;15,1;14,4;14,6
15-19 лет;        Курская область;городское население;47;45,3;46,3;44,5;48,3;43,9;37,9;35;32,1;29,3;27,1;23,3;27,1;25,9;26,7;26,7;27;28,7;27,3;24,9;23,3;19,1;19,9;21,3;18,4;18,3;16,6;14,3;11,6;11,1;10,7;10,6
15-19 лет;        Курская область;сельское население;91,7;87;78,7;77,1;75,4;71,9;63,6;58,9;52,4;50,3;47;47,9;46,3;40,4;40,9;36,4;40,2;43,3;42,8;49;41,7;54,6;54,9;52,8;46,9;42;34,5;25,3;26,3;24,3;23,3;24
20-24 лет;        Курская область;все население;158,8;146,2;140,8;125,8;125,9;116,3;114,5;102,2;103,5;99,6;102,4;102,3;99,9;101,2;101,5;94,7;96,3;100,3;100,4;97,6;94,6;100,3;104;96,9;92,8;92;84;78;75,3;69,3;69,6;66
20-24 лет;        Курская область;городское население;147,2;131,9;124,4;103,6;107,2;100,7;103,8;94,6;95,8;93,3;95,9;96,4;95,2;94,8;94,8;90,9;91;95,8;94,3;91,6;88,6;83,2;80,8;74,9;71,9;77,2;70,7;67,9;66,4;62,6;65;61,3
20-24 лет;        Курская область;сельское население;183,8;178,1;178,9;179,7;172,2;154,6;140,2;120,4;122,2;115,1;118,5;117,7;112,5;118,6;119,8;104,8;109,8;111,3;115,5;112,6;109,8;147,4;175,5;170,9;166,5;146;131;109,2;98,7;85,3;80;76,4
25-29 лет;        Курская область;все население;87,4;75,6;65,9;63,6;64,2;58,6;59,8;60,5;62,8;60,4;62,9;66,7;65,7;68,7;70,3;69;71,5;82,7;89,5;91,4;97,5;100,6;104,7;104,7;110,5;111,9;109,4;93,3;91,9;84,5;83;86,2
25-29 лет;        Курская область;городское население;84,4;70,6;61,7;58,1;59,3;55,3;55,3;57;58,9;57,1;61,8;65,9;65,7;66,5;70,5;72,2;72;83,4;90,1;91,8;99,7;94,4;98,8;98,7;104,3;109,7;106,9;87,7;84,8;76,8;74,3;80,2
25-29 лет;        Курская область;сельское население;94,2;86,6;74,6;74,4;73,6;64,9;68,5;67,7;71,4;67,7;65,2;68,5;65,6;73,9;69,8;60,9;70,4;81,1;87,8;90,3;91,2;118;121,9;122,8;129,8;119,4;118,3;114,9;120,9;118,9;121,8;109,9
30-34 лет;        Курская область;все население;42,5;35,4;29,2;26,6;28,7;26,5;27,5;29,4;28,8;28,1;31,2;31,6;32,9;37;37;34,7;38,6;46,8;55,1;57,7;60,8;63,3;67,4;69,3;72,6;75;74,8;66,9;67,6;61,8;65,7;60,1
30-34 лет;        Курская область;городское население;39,8;32,9;26,2;23,9;25,1;24,1;25,2;26,9;28,5;26,2;30,8;32,3;33,8;38;38;36,7;42;48,5;57,4;58,9;63;63,1;66,5;67,7;71,9;78,3;77,4;66,9;67,1;62,3;63,6;57,5
30-34 лет;        Курская область;сельское население;49,6;41,8;36,6;32,7;36,6;31,4;32,1;34,1;29,3;31,6;31,9;30,4;31,1;34,8;34,8;30,3;30,7;42,8;49,4;54,6;55,1;63,8;69,9;73,9;74,7;64,5;66,5;66,7;69,2;59,7;73,8;71,3
35-39 лет;        Курская область;все население;15,9;14,4;11,8;10,9;11,3;10;10,1;8,9;10,3;9,5;10,9;11,3;11,3;12,6;12,4;12,4;13,5;18;21;22,2;25,5;26,4;30,6;30,3;33,2;33,3;32,8;31,1;31,7;30,8;31,8;34
35-39 лет;        Курская область;городское население;13,9;12;10,3;8,5;9,6;7,7;9;7,9;9,5;8,6;10,1;10,6;10,9;12,6;12,6;12,5;14,1;18,1;22,4;22,9;26,6;27,8;30,4;30,9;33,9;34,1;33,4;31,3;32,2;32,1;32;34,4
35-39 лет;        Курская область;сельское население;21,4;21,3;15,8;17,3;15,7;15,5;12,8;11,1;12,1;11,4;12,5;12,7;12;12,6;12;12,3;12,2;17,7;18,2;20,7;23,1;23,3;31,2;28,8;31,4;31,2;31,1;30,5;30;26,5;31,1;32,7
40-44 лет;        Курская область;все население;3,5;3,3;3;2,3;2,2;2,1;2,7;1,9;2,7;2,2;2,1;2,2;2,2;2,3;2;2,4;2;2,6;3,6;3,6;4,1;4,8;5;5,8;5,3;6,8;6,8;5,7;6,2;6,1;6;7
40-44 лет;        Курская область;городское население;2,8;2,4;2,2;1,5;2;1,7;2;1,5;1,9;1,5;1,7;2,1;1,7;2;1,5;2,3;1,9;2,3;3,8;3,7;3,7;5,3;5;5,8;5,2;7,4;6,9;6,2;6,5;6,5;5,9;6,5
40-44 лет;        Курская область;сельское население;5,3;5,6;5,2;4,3;2,8;3,3;4,5;3,1;4,5;4;3,1;2,5;3,4;2,9;3;2,5;2,3;3;3,1;3,4;4,9;3,8;5;5,7;5,4;5,6;6,5;4,7;5,5;5;6,2;8,5
45-49 лет;        Курская область;все население;0,4;0,1;0,1;0,3;0,2;0,1;0,1;0,1;0,2;0,1;0,2;0,2;0,1;0,1;0,2;0,1;0,1;0,1;0,2;0,2;0,2;0,1;0,1;0,1;0,3;0,2;0,3;0,2;0,2;0,4;0,4;0,2
45-49 лет;        Курская область;городское население;0,4;0,1;0,2;0,2;0,2;0;0,1;0,1;0,2;0;0,1;0,1;0,1;0,1;0,2;0,1;0,1;0,1;0,3;0,2;0,2;0;0,1;0,2;0,2;0,3;0,5;0,3;0,2;0,3;0,4;0,2
45-49 лет;        Курская область;сельское население;0,6;0,2;0;0,6;0,1;0,3;0,2;0,2;0,1;0,1;0,2;0,5;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,3;0,1;0,1;0,1;0,6;0,1;0,1;0,2;0,1;0,6;0,2;0,2
50-54 лет;        Курская область;все население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50-54 лет;        Курская область;городское население;0;0;0;0;0;0;0;0,1;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50-54 лет;        Курская область;сельское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0
15-19 лет;        Ленинградская область;все население;51,9;52,4;46,4;39,1;42,3;38,8;35,4;34,5;30,8;26,1;25,4;25,5;26,7;27,1;26,6;24,8;25,1;24,6;25,5;26,9;23,1;21,1;21,4;20,9;21,9;19,1;17,2;13,4;11,4;10,1;10,6;9,1
15-19 лет;        Ленинградская область;городское население;48,2;50,5;42,3;38,5;40,5;37;32,9;30,9;28,6;23,6;23,7;23,9;25;24,9;24,2;22,1;22,6;22,2;22,6;24,5;21,3;19,9;18,4;19;19,9;18,3;16,3;13,3;11,2;9,9;9,6;8,5
15-19 лет;        Ленинградская область;сельское население;60,1;56,5;55,4;40,2;46,1;42,5;40,4;41,8;35,2;31,1;28,8;28,7;30,1;31,5;31,3;30;29,8;29,2;31,1;31,6;26,3;23,5;27,1;24,4;25,6;20,4;18,9;13,7;11,7;10,5;12,9;10,3
20-24 лет;        Ленинградская область;все население;139,2;125,7;118,9;101,7;106,1;101,4;92,3;89,2;85,6;80,6;81,4;83,3;84,3;81,8;79,4;70,5;68,1;68;68,1;68,9;67,2;66,5;68,4;68,1;69,7;65,7;63,9;56,6;52,6;49,2;48,3;47,7
20-24 лет;        Ленинградская область;городское население;142,2;127,5;118,7;104,4;106;102,9;90,8;86,7;86,1;78;81,6;81,8;83,5;81;78,3;69,6;66,9;65;65,5;68,5;64,6;66;68,6;69,4;70,8;71,8;70,5;64,1;58,4;53,6;52,3;51,7
20-24 лет;        Ленинградская область;сельское население;133,3;122,3;119,2;96;106,1;98,3;95,5;94,5;84,5;86,1;81;86,6;85,9;83,6;81,6;72,1;70,3;73,7;73;69,7;72,1;67,4;68;65,8;67,7;55,2;52,8;44,1;43;41,7;40,5;39,8
25-29 лет;        Ленинградская область;все население;76,9;67,6;59;49,2;50,2;52,6;51;52,7;54,7;51,2;54,2;58,3;61,7;62,8;63,8;58,3;58,2;62,7;65,2;68,9;73,2;68,4;74;74,3;75,7;78,6;82,6;75,8;68,4;65,9;64,7;62,5
25-29 лет;        Ленинградская область;городское население;78,9;68,1;59,2;51,2;51,7;53,9;53;53,3;55,7;51;56,3;58,3;61,8;64,1;63,4;59,9;58,8;64,2;68;71,9;76;72,2;79;80,4;80,4;90,2;96,8;87,8;80,3;77,7;78,8;73,3
25-29 лет;        Ленинградская область;сельское население;72,8;66,6;58,8;45,1;47,2;50,1;46,8;51,5;52,4;51,6;49,3;58,2;61,4;60,2;64,8;55,2;57;59,8;59,9;63,1;67,9;61,4;64,9;63,4;67,6;59,3;60;57,6;51,3;48,4;41,3;43,7
30-34 лет;        Ленинградская область;все население;39,2;33,5;27,8;21,3;21,9;21,5;22,4;23,7;24,7;25,1;26,5;30,5;34,2;36,7;36,9;36,2;36,8;40;43,6;47,3;46,8;49,5;51,5;52,6;56,3;59,6;62,1;58,9;56,1;52,6;50,8;50,9
30-34 лет;        Ленинградская область;городское население;38,5;34,3;28;21,8;21,6;21,9;22,2;24,3;26,2;25,6;28,1;32,3;35,6;37,4;38,5;36,4;36,9;41,6;44,1;48,7;49,4;52,4;55,3;55,9;60,7;68,1;72,2;67;64,1;60,9;60,5;60,1
30-34 лет;        Ленинградская область;сельское население;40,7;31,7;27,4;20;22,4;20,5;22,9;22,6;21,4;24;23,1;26,6;31,3;35,1;33,3;35,6;36,6;36,7;42,4;44,7;41,6;43,7;44,4;46,6;48,5;45;45,3;45,9;43,6;39,1;34;35,3
35-39 лет;        Ленинградская область;все население;15,4;13,2;11;8,1;7,7;7,7;7,7;8,1;8,2;7,9;8,8;9,7;12,5;12,8;13,7;14;14,3;16;18,4;20,1;22;24;25,8;26,3;28,6;29,2;32,4;31,5;29,2;29,3;30,4;30,1
35-39 лет;        Ленинградская область;городское население;14,5;12,3;10,2;8,3;7,3;8;7,5;8,1;8,4;8,1;9,1;9,6;12,8;13,4;14,5;14,3;15,2;16,7;18,5;20,6;22,7;25,8;27,3;27,4;30,2;32,8;36,2;34,8;32,9;32,2;34,5;34
35-39 лет;        Ленинградская область;сельское население;17,5;15,2;12,8;7,6;8,5;7,1;8,1;8,1;7,9;7,5;8,1;9,8;11,9;11,4;12,1;13,4;12,3;14,3;18,3;19,1;20,5;20,1;22,8;23,8;25,4;22,2;25,5;25,7;22,7;24,1;22,6;22,8
40-44 лет;        Ленинградская область;все население;3,4;3,1;2,4;1,8;1,6;1,6;1,5;1,7;1,9;1,7;1,7;1,7;1,9;1,8;2,6;2,2;2,4;3,2;3,2;3,7;3,7;3,9;5;5,2;6,3;6,6;6,6;7;6,9;7,6;7,5;7,4
40-44 лет;        Ленинградская область;городское население;3,3;2,7;1,9;1,5;1,5;1,6;1,3;1,6;1,8;1,5;1,8;1,8;1,7;1,9;2,8;2;2,5;3,5;3,1;4,1;3,7;4,1;5;5,7;6,6;7,1;7,2;7,6;7,4;8,2;7,8;8,5
40-44 лет;        Ленинградская область;сельское население;3,8;4,2;3,7;2,6;1,7;1,8;1,8;1,9;2,2;2;1,5;1,7;2,3;1,8;2,2;2,6;2;2,4;3,4;2,8;3,6;3,5;5,1;4,1;5,5;5,4;5,3;6;6;6,3;6,8;5,2
45-49 лет;        Ленинградская область;все население;0,1;0;0,1;0;0,1;0,1;0,2;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,2;0,1;0,3;0,2;0,1;0,2;0,3;0,1;0,2;0,4;0,3;0,4;0,3
45-49 лет;        Ленинградская область;городское население;0,2;0;0;0,1;0,1;0,1;0,1;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,2;0,2;0,3;0,2;0,1;0,3;0,3;0,2;0,2;0,5;0,3;0,4;0,3
45-49 лет;        Ленинградская область;сельское население;0;0,1;0,1;0;0,1;0;0,2;0,2;0,2;0,1;0;0,2;0,1;0;0;0,1;0,1;0,1;0,1;0,2;0;0,2;0,1;0,1;0,1;0,4;0;0,3;0,1;0,3;0,3;0,3
50-54 лет;        Ленинградская область;все население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0,1
50-54 лет;        Ленинградская область;городское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0,1
50-54 лет;        Ленинградская область;сельское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15-19 лет;        Липецкая область;все население;58,6;60;57,5;53;56;50,4;43,9;37,5;35,1;29,8;29,8;28,8;28,9;27,9;30,6;29,7;32;31,9;31,5;32;30,4;29,4;29,2;27,9;26,7;24,3;21,5;18,6;14,5;13,5;13,3;12,3
15-19 лет;        Липецкая область;городское население;49,4;51,6;49,3;44,2;47,2;43,1;37,9;33,8;29,9;24,8;25,5;22,8;24,6;22,7;26,2;24,9;27,2;26,5;25,4;26,1;23;21,6;22,1;20,2;20,3;20;16,8;15;11,6;9;10,7;9,2
15-19 лет;        Липецкая область;сельское население;82,1;80,5;75,6;71;73,7;65,4;56,8;45,4;46,2;40,7;39,3;42,5;38,5;39,2;39,6;38,6;40,6;41,4;42,2;42,6;43,3;43;41,4;40,9;37,3;31,6;29,3;24,7;19,4;21,3;18,1;17,8
20-24 лет;        Липецкая область;все население;148,2;137,2;131,3;117,5;116,3;111,1;104,1;99,5;99,2;94,1;96,8;95,9;101,3;98;99;92,8;93,8;92,1;93;93,5;89,3;88,1;95;92,9;91,6;91,7;85,1;78,8;77,5;71,4;68,3;66,9
20-24 лет;        Липецкая область;городское население;139,4;126,7;119;106,2;104,2;102,4;96,5;94,3;93,8;87,4;92;88,1;93,8;87,9;89;84,5;84,6;81,7;82,5;84,5;77,1;74,7;79;77,5;76,2;84,4;81;74,7;72,8;70,6;63,1;68,4
20-24 лет;        Липецкая область;сельское население;167,6;161,2;159,8;143,5;144,1;130,9;121,6;111,4;111,8;110,1;108,5;114,8;119,8;123,6;124,2;112,3;113,8;113,9;114,3;111,2;113,5;115;128,6;126,3;124,7;106,3;92,7;85,9;85,3;72,8;76,6;64,3
25-29 лет;        Липецкая область;все население;84,9;72,5;63,6;57,1;60;58;55,8;56,7;59,7;55,1;60,1;62,8;69,9;69,8;70,5;75,4;73,6;80,8;86,5;85,7;90,7;90,1;101,2;98;106,9;110,2;111,3;99,2;95,2;85,9;87,8;83,2
25-29 лет;        Липецкая область;городское население;80,4;65,5;60,1;54,9;56,5;54,9;52;55,2;55,2;51,2;58,4;57,5;68,7;66,2;69,5;72,7;69,3;77,6;82,1;81,9;87,7;85,3;98,7;92,6;103,2;112,4;113,2;99;93,5;83,7;86,7;84,1
25-29 лет;        Липецкая область;сельское население;95,1;88,3;71,2;61,6;66,9;64,3;63,5;59,7;69,7;64,1;64,1;75,1;72,8;78,6;72,8;81,8;83,4;88,1;96,7;94,7;97,5;100,9;106,8;110,1;115,1;105,3;107;99,9;99,4;91,4;90,2;81,6
30-34 лет;        Липецкая область;все население;46,3;39;30,9;27,1;26,8;26;26;26,7;28,1;27,4;30,8;33,2;36,4;37,1;39,5;39,5;41,5;48,8;53,1;54,7;59,3;59,8;66,6;67,2;71,2;74,8;78,4;71,4;70,1;66,8;66,1;62,7
30-34 лет;        Липецкая область;городское население;43;35,7;30,2;25,6;24,3;24,4;24,8;25,7;27,2;26,1;29,5;31,8;34,9;36,7;37,7;39,1;40,5;47,1;52,6;53,9;59,6;57,7;66,6;65;69,5;77;80,5;71,9;71,5;67,2;65;61,8
30-34 лет;        Липецкая область;сельское население;54,5;47;32,6;30,5;32,1;29,4;28,7;28,8;29,8;29,9;33,5;36;39,7;38,2;43,6;40,2;43,6;52,4;54,2;56,6;58,7;64,6;66,5;72,5;75,4;69,4;73,2;70,3;66,8;66;68,8;64,9
35-39 лет;        Липецкая область;все население;17,5;14;12,3;9,7;9,4;9,2;9,2;8,7;9,7;9,1;9,2;10;10,8;13,1;13,2;14,7;15,4;18,1;20,6;21,5;24,2;24,5;30,6;31,3;31,7;34,6;35,8;33,5;34,9;33,4;33,9;35,5
35-39 лет;        Липецкая область;городское население;15,9;11,7;11,5;8,9;7,7;8,1;8;7,6;8,7;7,8;8,1;9,4;10,4;12,5;13,5;14,5;14,3;16,9;19,5;21,4;23,8;24,3;30,5;31,4;31,3;34,8;36,3;34,4;34,1;34;32,8;35,6
35-39 лет;        Липецкая область;сельское население;22,1;20,4;14,6;11,6;13,6;11,8;11,8;11,2;11,8;11,8;11,6;11,2;11,8;14,1;12,4;15,2;17,6;20,5;22,7;21,6;24,9;25,1;30,8;31;32,6;34,1;34,4;31,4;36,9;31,9;36,7;35,1
40-44 лет;        Липецкая область;все население;4;3,2;2,4;2,3;2,5;1,9;2,1;2;1,6;1,6;2,2;1,9;1,7;1,9;1,8;2;2,3;2,4;3,3;3,7;3,9;4,4;5;5,5;5,8;5,9;6,3;6,5;6,8;6,5;6,7;6,8
40-44 лет;        Липецкая область;городское население;3;2,5;1,9;1,7;2;1,2;1,7;1,4;1,4;1,1;1,8;1,6;1,3;1,6;1,5;2;1,9;2,2;3,2;3,7;3,2;4,3;5;5,8;5,5;6,5;6,6;6,6;7,2;6,2;6,6;6,4
40-44 лет;        Липецкая область;сельское население;6,4;5,3;3,8;3,8;3,9;3,6;3,2;3,4;1,8;2,7;3,2;2,6;2,6;2,5;2,4;1,9;3;2,8;3,4;3,8;5,3;4,7;5;4,8;6,4;4,7;5,8;6,2;6,1;7,3;7;7,6
45-49 лет;        Липецкая область;все население;0,1;0,3;0,3;0,1;0,1;0,1;0,1;0,1;0,2;0,2;0,1;0,1;0,1;0;0,2;0,1;0,1;0,1;0,2;0,1;0,1;0,1;0,1;0,1;0,2;0,3;0,3;0,3;0,3;0,2;0,3;0,2
45-49 лет;        Липецкая область;городское население;0,1;0,2;0,3;0,1;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0;0;0,1;0,1;0;0,1;0,1;0,1;0,1;0,1;0;0,1;0,2;0,3;0,2;0,3;0,4;0,2;0,4;0,1
45-49 лет;        Липецкая область;сельское население;0,2;0,5;0,3;0,4;0,1;0,3;0,1;0,2;0,2;0,3;0,2;0,1;0,1;0,1;0,2;0,2;0,3;0,2;0,3;0,1;0;0,1;0,1;0,1;0,3;0,4;0,4;0,3;0,2;0,2;0,2;0,3
50-54 лет;        Липецкая область;все население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0
50-54 лет;        Липецкая область;городское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0
50-54 лет;        Липецкая область;сельское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0
